titer_id	condition	timepoint	replicate	plaque_count	strain	fold_dilution	log10_dilution	surface	temperature	relative_humidity_pct	medium	medium_state	concentration_pct	chlorine_concentration_ppm	well_volume_ml	intercept_condition	timeseries_id
0	Blood_liquid_2022	0.0	1	1	2022	1000	-3.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_1
1	Blood_liquid_2022	0.0	2	2	2022	1000	-3.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_2
2	Blood_liquid_2022	0.0	3	13	2022	100	-2.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_3
3	Blood_liquid_2022	1.0	1	7	2022	10	-1.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_1
4	Blood_liquid_2022	1.0	2	3	2022	100	-2.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_2
5	Blood_liquid_2022	1.0	3	10	2022	10	-1.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_3
6	Blood_liquid_2022	3.0	1	4	2022	10	-1.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_1
7	Blood_liquid_2022	3.0	2	6	2022	10	-1.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_2
8	Blood_liquid_2022	3.0	3	2	2022	100	-2.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_3
9	Blood_liquid_2022	5.0	1	20	2022	10	-1.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_1
10	Blood_liquid_2022	5.0	2	2	2022	100	-2.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_2
11	Blood_liquid_2022	5.0	3	2	2022	100	-2.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_3
12	Blood_liquid_2022	7.0	1	5	2022	10	-1.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_1
13	Blood_liquid_2022	7.0	2	2	2022	100	-2.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_2
14	Blood_liquid_2022	7.0	3	11	2022	10	-1.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_3
15	Blood_liquid_2022	10.0	1	4	2022	10	-1.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_1
16	Blood_liquid_2022	10.0	2	12	2022	10	-1.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_2
17	Blood_liquid_2022	10.0	3	2	2022	10	-1.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_3
18	Blood_liquid_2022	15.0	1	13	2022	10	-1.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_1
19	Blood_liquid_2022	15.0	2	7	2022	10	-1.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_2
20	Blood_liquid_2022	15.0	3	24	2022	10	-1.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_3
21	Blood_liquid_2022	20.0	1	23	2022	100	-2.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_1
22	Blood_liquid_2022	20.0	2	25	2022	100	-2.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_2
23	Blood_liquid_2022	20.0	3	22	2022	100	-2.0				Blood	liquid		0.0	0.25	Blood_liquid_2022	Blood_liquid_2022_3
24	Blood_surface_2022	0.0	1	15	2022	100	-2.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_1_0.0
25	Blood_surface_2022	0.0	2	1	2022	1000	-3.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_2_0.0
26	Blood_surface_2022	0.0	3	2	2022	1000	-3.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_3_0.0
27	Blood_surface_2022	1.0	1	25	2022	10	-1.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_1_1.0
28	Blood_surface_2022	1.0	2	1	2022	100	-2.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_2_1.0
29	Blood_surface_2022	1.0	3	15	2022	10	-1.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_3_1.0
30	Blood_surface_2022	3.0	1	4	2022	10	-1.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_1_3.0
31	Blood_surface_2022	3.0	2	4	2022	100	-2.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_2_3.0
32	Blood_surface_2022	3.0	3	3	2022	1	0.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_3_3.0
33	Blood_surface_2022	5.0	1	1	2022	1	0.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_1_5.0
34	Blood_surface_2022	5.0	2	1	2022	10	-1.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_2_5.0
35	Blood_surface_2022	5.0	3	4	2022	10	-1.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_3_5.0
36	Blood_surface_2022	7.0	1	12	2022	10	-1.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_1_7.0
37	Blood_surface_2022	7.0	2	5	2022	1	0.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_2_7.0
38	Blood_surface_2022	7.0	3	9	2022	10	-1.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_3_7.0
39	Blood_surface_2022	10.0	1	4	2022	10	-1.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_1_10.0
40	Blood_surface_2022	10.0	2	8	2022	10	-1.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_2_10.0
41	Blood_surface_2022	10.0	3	8	2022	100	-2.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_3_10.0
42	Blood_surface_2022	15.0	1	4	2022	100	-2.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_1_15.0
43	Blood_surface_2022	15.0	2	6	2022	100	-2.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_2_15.0
44	Blood_surface_2022	15.0	3	2	2022	100	-2.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_3_15.0
45	Blood_surface_2022	20.0	1	4	2022	100	-2.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_1_20.0
46	Blood_surface_2022	20.0	2	7	2022	100	-2.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_2_20.0
47	Blood_surface_2022	20.0	3	9	2022	100	-2.0	polypropylene_plastic			Blood	surface		0.0	0.25	Blood_surface_2022	Blood_surface_2022_3_20.0
48	CC_21-23°C/40%_2022	0.0	1	61	2022	100	-2.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_1_0.0
49	CC_21-23°C/40%_2022	0.0	2	17	2022	1000	-3.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_2_0.0
50	CC_21-23°C/40%_2022	0.0	3	10	2022	1000	-3.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_3_0.0
51	CC_21-23°C/40%_2022	1.0	1	4	2022	100	-2.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_1_1.0
52	CC_21-23°C/40%_2022	1.0	2	7	2022	100	-2.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_2_1.0
53	CC_21-23°C/40%_2022	1.0	3	6	2022	100	-2.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_3_1.0
54	CC_21-23°C/40%_2022	3.0	1	0	2022	1	0.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_1_3.0
55	CC_21-23°C/40%_2022	3.0	2	0	2022	1	0.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_2_3.0
56	CC_21-23°C/40%_2022	3.0	3	0	2022	1	0.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_3_3.0
57	CC_21-23°C/40%_2022	5.0	1	0	2022	1	0.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_1_5.0
58	CC_21-23°C/40%_2022	5.0	2	0	2022	1	0.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_2_5.0
59	CC_21-23°C/40%_2022	5.0	3	0	2022	1	0.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_3_5.0
60	CC_21-23°C/40%_2022	7.0	1	0	2022	1	0.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_1_7.0
61	CC_21-23°C/40%_2022	7.0	2	0	2022	1	0.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_2_7.0
62	CC_21-23°C/40%_2022	7.0	3	0	2022	1	0.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_3_7.0
63	CC_21-23°C/40%_2022	10.0	1	0	2022	1	0.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_1_10.0
64	CC_21-23°C/40%_2022	10.0	2	0	2022	1	0.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_2_10.0
65	CC_21-23°C/40%_2022	10.0	3	0	2022	1	0.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_3_10.0
66	CC_21-23°C/40%_2022	15.0	1	0	2022	1	0.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_1_15.0
67	CC_21-23°C/40%_2022	15.0	2	0	2022	1	0.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_2_15.0
68	CC_21-23°C/40%_2022	15.0	3	0	2022	1	0.0	cotton	21.0	40.0	DMEM	surface		0.0	0.25	CC_21-23°C/40%_2022	CC_21-23°C/40%_2022_3_15.0
69	CC_21°C/45%_2003	0.0	1	2	2003	100	-2.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_1_0.0
70	CC_21°C/45%_2003	0.0	2	17	2003	10	-1.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_2_0.0
71	CC_21°C/45%_2003	0.0	3	19	2003	10	-1.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_3_0.0
72	CC_21°C/45%_2003	1.0	1	1	2003	10	-1.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_1_1.0
73	CC_21°C/45%_2003	1.0	2	2	2003	10	-1.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_2_1.0
74	CC_21°C/45%_2003	1.0	3	1	2003	10	-1.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_3_1.0
75	CC_21°C/45%_2003	3.0	1	0	2003	1	0.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_1_3.0
76	CC_21°C/45%_2003	3.0	2	6	2003	1	0.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_2_3.0
77	CC_21°C/45%_2003	3.0	3	4	2003	1	0.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_3_3.0
78	CC_21°C/45%_2003	5.0	1	0	2003	1	0.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_1_5.0
79	CC_21°C/45%_2003	5.0	2	0	2003	1	0.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_2_5.0
80	CC_21°C/45%_2003	5.0	3	0	2003	1	0.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_3_5.0
81	CC_21°C/45%_2003	7.0	1	0	2003	1	0.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_1_7.0
82	CC_21°C/45%_2003	7.0	2	0	2003	1	0.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_2_7.0
83	CC_21°C/45%_2003	7.0	3	0	2003	1	0.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_3_7.0
84	CC_21°C/45%_2003	10.0	1	0	2003	1	0.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_1_10.0
85	CC_21°C/45%_2003	10.0	2	0	2003	1	0.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_2_10.0
86	CC_21°C/45%_2003	10.0	3	0	2003	1	0.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_3_10.0
87	CC_21°C/45%_2003	15.0	1	0	2003	1	0.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_1_15.0
88	CC_21°C/45%_2003	15.0	2	0	2003	1	0.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_2_15.0
89	CC_21°C/45%_2003	15.0	3	0	2003	1	0.0	cotton	21.0	45.0	DMEM	surface		0.0	0.25	CC_21°C/45%_2003	CC_21°C/45%_2003_3_15.0
90	CC_28°C/65%_2003	0.0	1	2	2003	100	-2.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_1_0.0
91	CC_28°C/65%_2003	0.0	2	5	2003	100	-2.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_2_0.0
92	CC_28°C/65%_2003	0.0	3	2	2003	100	-2.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_3_0.0
93	CC_28°C/65%_2003	1.0	1	4	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_1_1.0
94	CC_28°C/65%_2003	1.0	2	0	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_2_1.0
95	CC_28°C/65%_2003	1.0	3	1	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_3_1.0
96	CC_28°C/65%_2003	3.0	1	0	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_1_3.0
97	CC_28°C/65%_2003	3.0	2	0	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_2_3.0
98	CC_28°C/65%_2003	3.0	3	0	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_3_3.0
99	CC_28°C/65%_2003	5.0	1	0	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_1_5.0
100	CC_28°C/65%_2003	5.0	2	0	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_2_5.0
101	CC_28°C/65%_2003	5.0	3	0	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_3_5.0
102	CC_28°C/65%_2003	7.0	1	0	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_1_7.0
103	CC_28°C/65%_2003	7.0	2	0	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_2_7.0
104	CC_28°C/65%_2003	7.0	3	0	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_3_7.0
105	CC_28°C/65%_2003	10.0	1	0	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_1_10.0
106	CC_28°C/65%_2003	10.0	2	0	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_2_10.0
107	CC_28°C/65%_2003	10.0	3	0	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_3_10.0
108	CC_28°C/65%_2003	15.0	1	0	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_1_15.0
109	CC_28°C/65%_2003	15.0	2	0	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_2_15.0
110	CC_28°C/65%_2003	15.0	3	0	2003	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2003	CC_28°C/65%_2003_3_15.0
111	CC_28°C/65%_2022	0.0	1	51	2022	10	-1.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_1_0.0
112	CC_28°C/65%_2022	0.0	2	7	2022	1000	-3.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_2_0.0
113	CC_28°C/65%_2022	0.0	3	10	2022	100	-2.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_3_0.0
114	CC_28°C/65%_2022	1.0	1	9	2022	10	-1.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_1_1.0
115	CC_28°C/65%_2022	1.0	2	4	2022	10	-1.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_2_1.0
116	CC_28°C/65%_2022	1.0	3	3	2022	10	-1.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_3_1.0
117	CC_28°C/65%_2022	3.0	1	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_1_3.0
118	CC_28°C/65%_2022	3.0	2	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_2_3.0
119	CC_28°C/65%_2022	3.0	3	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_3_3.0
120	CC_28°C/65%_2022	5.0	1	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_1_5.0
121	CC_28°C/65%_2022	5.0	2	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_2_5.0
122	CC_28°C/65%_2022	5.0	3	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_3_5.0
123	CC_28°C/65%_2022	7.0	1	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_1_7.0
124	CC_28°C/65%_2022	7.0	2	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_2_7.0
125	CC_28°C/65%_2022	7.0	3	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_3_7.0
126	CC_28°C/65%_2022	10.0	1	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_1_10.0
127	CC_28°C/65%_2022	10.0	2	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_2_10.0
128	CC_28°C/65%_2022	10.0	3	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_3_10.0
129	CC_28°C/65%_2022	15.0	1	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_1_15.0
130	CC_28°C/65%_2022	15.0	2	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_2_15.0
131	CC_28°C/65%_2022	15.0	3	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_3_15.0
132	CC_28°C/65%_2022	20.0	1	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_1_20.0
133	CC_28°C/65%_2022	20.0	2	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_2_20.0
134	CC_28°C/65%_2022	20.0	3	0	2022	1	0.0	cotton	28.0	65.0	DMEM	surface		0.0	0.25	CC_28°C/65%_2022	CC_28°C/65%_2022_3_20.0
135	CC_4°C/40%_2022	0.0	1	12	2022	1000	-3.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_1_0.0
136	CC_4°C/40%_2022	0.0	2	7	2022	1000	-3.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_2_0.0
137	CC_4°C/40%_2022	0.0	3	9	2022	1000	-3.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_3_0.0
138	CC_4°C/40%_2022	1.0	1	10	2022	100	-2.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_1_1.0
139	CC_4°C/40%_2022	1.0	2	12	2022	100	-2.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_2_1.0
140	CC_4°C/40%_2022	1.0	3	13	2022	100	-2.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_3_1.0
141	CC_4°C/40%_2022	3.0	1	23	2022	10	-1.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_1_3.0
142	CC_4°C/40%_2022	3.0	2	2	2022	100	-2.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_2_3.0
143	CC_4°C/40%_2022	3.0	3	20	2022	10	-1.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_3_3.0
144	CC_4°C/40%_2022	5.0	1	13	2022	10	-1.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_1_5.0
145	CC_4°C/40%_2022	5.0	2	10	2022	10	-1.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_2_5.0
146	CC_4°C/40%_2022	5.0	3	37	2022	1	0.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_3_5.0
147	CC_4°C/40%_2022	7.0	1	0	2022	1	0.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_1_7.0
148	CC_4°C/40%_2022	7.0	2	14	2022	100	-2.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_2_7.0
149	CC_4°C/40%_2022	7.0	3	7	2022	1	0.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_3_7.0
150	CC_4°C/40%_2022	10.0	1	0	2022	1	0.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_1_10.0
151	CC_4°C/40%_2022	10.0	2	0	2022	1	0.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_2_10.0
152	CC_4°C/40%_2022	10.0	3	0	2022	1	0.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_3_10.0
153	CC_4°C/40%_2022	15.0	1	0	2022	1	0.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_1_15.0
154	CC_4°C/40%_2022	15.0	2	0	2022	1	0.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_2_15.0
155	CC_4°C/40%_2022	15.0	3	0	2022	1	0.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_3_15.0
156	CC_4°C/40%_2022	20.0	1	0	2022	1	0.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_1_20.0
