titer_id	condition	timepoint	replicate	plaque_count	strain	fold_dilution	log10_dilution	surface	temperature	relative_humidity_pct	medium	medium_state	concentration_pct	chlorine_concentration_ppm	well_volume_ml	intercept_condition	timeseries_id
307	PP_28°C/65%_2022	20.0	2	0	2022	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_2_20.0
308	PP_28°C/65%_2022	20.0	3	0	2022	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_3_20.0
309	PP_4°C/40%_2022	0.0	1	15	2022	1000	-3.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_1_0.0
310	PP_4°C/40%_2022	0.0	2	15	2022	1000	-3.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_2_0.0
311	PP_4°C/40%_2022	0.0	3	18	2022	1000	-3.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_3_0.0
312	PP_4°C/40%_2022	1.0	1	18	2022	1000	-3.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_1_1.0
313	PP_4°C/40%_2022	1.0	2	20	2022	1000	-3.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_2_1.0
314	PP_4°C/40%_2022	1.0	3	17	2022	1000	-3.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_3_1.0
315	PP_4°C/40%_2022	3.0	1	26	2022	1000	-3.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_1_3.0
316	PP_4°C/40%_2022	3.0	2	23	2022	1000	-3.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_2_3.0
317	PP_4°C/40%_2022	3.0	3	4	2022	1000	-3.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_3_3.0
318	PP_4°C/40%_2022	5.0	1	6	2022	1000	-3.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_1_5.0
319	PP_4°C/40%_2022	5.0	2	11	2022	1000	-3.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_2_5.0
320	PP_4°C/40%_2022	5.0	3	3	2022	1000	-3.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_3_5.0
321	PP_4°C/40%_2022	7.0	1	13	2022	100	-2.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_1_7.0
322	PP_4°C/40%_2022	7.0	2	5	2022	100	-2.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_2_7.0
323	PP_4°C/40%_2022	7.0	3	5	2022	100	-2.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_3_7.0
324	PP_4°C/40%_2022	10.0	1	7	2022	100	-2.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_1_10.0
325	PP_4°C/40%_2022	10.0	2	18	2022	100	-2.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_2_10.0
326	PP_4°C/40%_2022	10.0	3	7	2022	1	0.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_3_10.0
327	PP_4°C/40%_2022	15.0	1	0	2022	1	0.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_1_15.0
328	PP_4°C/40%_2022	15.0	2	0	2022	1	0.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_2_15.0
329	PP_4°C/40%_2022	15.0	3	0	2022	1	0.0	polypropylene_plastic	4.0	40.0	DMEM	surface		0.0	0.25	PP_4°C/40%_2022	PP_4°C/40%_2022_3_15.0
330	PP_4°C/45%_2003	0.0	1	3	2003	100	-2.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_1_0.0
331	PP_4°C/45%_2003	0.0	2	37	2003	10	-1.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_2_0.0
332	PP_4°C/45%_2003	0.0	3	4	2003	100	-2.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_3_0.0
333	PP_4°C/45%_2003	1.0	1	4	2003	100	-2.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_1_1.0
334	PP_4°C/45%_2003	1.0	2	5	2003	100	-2.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_2_1.0
335	PP_4°C/45%_2003	1.0	3	10	2003	100	-2.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_3_1.0
336	PP_4°C/45%_2003	3.0	1	2	2003	100	-2.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_1_3.0
337	PP_4°C/45%_2003	3.0	2	2	2003	100	-2.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_2_3.0
338	PP_4°C/45%_2003	3.0	3	7	2003	100	-2.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_3_3.0
339	PP_4°C/45%_2003	5.0	1	2	2003	100	-2.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_1_5.0
340	PP_4°C/45%_2003	5.0	2	2	2003	100	-2.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_2_5.0
341	PP_4°C/45%_2003	5.0	3	3	2003	100	-2.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_3_5.0
342	PP_4°C/45%_2003	7.0	1	1	2003	1	0.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_1_7.0
343	PP_4°C/45%_2003	7.0	2	0	2003	1	0.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_2_7.0
344	PP_4°C/45%_2003	7.0	3	0	2003	1	0.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_3_7.0
345	PP_4°C/45%_2003	10.0	1	0	2003	1	0.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_1_10.0
346	PP_4°C/45%_2003	10.0	2	0	2003	1	0.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_2_10.0
347	PP_4°C/45%_2003	10.0	3	0	2003	1	0.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_3_10.0
348	PP_4°C/45%_2003	15.0	1	0	2003	1	0.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_1_15.0
349	PP_4°C/45%_2003	15.0	2	0	2003	1	0.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_2_15.0
350	PP_4°C/45%_2003	15.0	3	0	2003	1	0.0	polypropylene_plastic	4.0	45.0	DMEM	surface		0.0	0.25	PP_4°C/45%_2003	PP_4°C/45%_2003_3_15.0
351	SS_21-23°C/40%_2022	0.0	1	36	2022	100	-2.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_1_0.0
352	SS_21-23°C/40%_2022	0.0	2	18	2022	1000	-3.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_2_0.0
353	SS_21-23°C/40%_2022	0.0	3	33	2022	1000	-3.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_3_0.0
354	SS_21-23°C/40%_2022	1.0	1	26	2022	1000	-3.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_1_1.0
355	SS_21-23°C/40%_2022	1.0	2	11	2022	1000	-3.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_2_1.0
356	SS_21-23°C/40%_2022	1.0	3	24	2022	1000	-3.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_3_1.0
357	SS_21-23°C/40%_2022	3.0	1	17	2022	1000	-3.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_1_3.0
358	SS_21-23°C/40%_2022	3.0	2	10	2022	1000	-3.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_2_3.0
359	SS_21-23°C/40%_2022	3.0	3	10	2022	1000	-3.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_3_3.0
360	SS_21-23°C/40%_2022	5.0	1	47	2022	10	-1.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_1_5.0
361	SS_21-23°C/40%_2022	5.0	2	42	2022	1	0.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_2_5.0
362	SS_21-23°C/40%_2022	5.0	3	22	2022	10	-1.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_3_5.0
363	SS_21-23°C/40%_2022	7.0	1	8	2022	1	0.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_1_7.0
364	SS_21-23°C/40%_2022	7.0	2	0	2022	1	0.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_2_7.0
365	SS_21-23°C/40%_2022	7.0	3	1	2022	1	0.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_3_7.0
366	SS_21-23°C/40%_2022	10.0	1	0	2022	1	0.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_1_10.0
367	SS_21-23°C/40%_2022	10.0	2	0	2022	1	0.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_2_10.0
368	SS_21-23°C/40%_2022	10.0	3	0	2022	1	0.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_3_10.0
369	SS_21-23°C/40%_2022	15.0	1	0	2022	1	0.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_1_15.0
370	SS_21-23°C/40%_2022	15.0	2	0	2022	1	0.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_2_15.0
371	SS_21-23°C/40%_2022	15.0	3	0	2022	1	0.0	stainless_steel	21.0	40.0	DMEM	surface		0.0	0.25	SS_21-23°C/40%_2022	SS_21-23°C/40%_2022_3_15.0
372	SS_21°C/45%_2003	0.0	1	9	2003	10	-1.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_1_0.0
373	SS_21°C/45%_2003	0.0	2	4	2003	100	-2.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_2_0.0
374	SS_21°C/45%_2003	0.0	3	2	2003	100	-2.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_3_0.0
375	SS_21°C/45%_2003	1.0	1	4	2003	100	-2.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_1_1.0
376	SS_21°C/45%_2003	1.0	2	5	2003	100	-2.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_2_1.0
377	SS_21°C/45%_2003	1.0	3	3	2003	100	-2.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_3_1.0
378	SS_21°C/45%_2003	3.0	1	4	2003	100	-2.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_1_3.0
379	SS_21°C/45%_2003	3.0	2	2	2003	100	-2.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_2_3.0
380	SS_21°C/45%_2003	3.0	3	2	2003	100	-2.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_3_3.0
381	SS_21°C/45%_2003	5.0	1	4	2003	100	-2.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_1_5.0
382	SS_21°C/45%_2003	5.0	2	2	2003	100	-2.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_2_5.0
383	SS_21°C/45%_2003	5.0	3	1	2003	10	-1.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_3_5.0
384	SS_21°C/45%_2003	7.0	1	0	2003	1	0.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_1_7.0
385	SS_21°C/45%_2003	7.0	2	2	2003	1	0.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_2_7.0
386	SS_21°C/45%_2003	7.0	3	8	2003	1	0.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_3_7.0
387	SS_21°C/45%_2003	10.0	1	0	2003	1	0.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_1_10.0
388	SS_21°C/45%_2003	10.0	2	0	2003	1	0.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_2_10.0
389	SS_21°C/45%_2003	10.0	3	0	2003	1	0.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_3_10.0
390	SS_21°C/45%_2003	15.0	1	0	2003	1	0.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_1_15.0
391	SS_21°C/45%_2003	15.0	2	0	2003	1	0.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_2_15.0
392	SS_21°C/45%_2003	15.0	3	0	2003	1	0.0	stainless_steel	21.0	45.0	DMEM	surface		0.0	0.25	SS_21°C/45%_2003	SS_21°C/45%_2003_3_15.0
393	SS_28°C/65%_2003	0.0	1	5	2003	100	-2.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_1_0.0
394	SS_28°C/65%_2003	0.0	2	1	2003	100	-2.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_2_0.0
395	SS_28°C/65%_2003	0.0	3	6	2003	100	-2.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_3_0.0
396	SS_28°C/65%_2003	1.0	1	1	2003	10	-1.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_1_1.0
397	SS_28°C/65%_2003	1.0	2	1	2003	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_2_1.0
398	SS_28°C/65%_2003	1.0	3	0	2003	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_3_1.0
399	SS_28°C/65%_2003	3.0	1	0	2003	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_1_3.0
400	SS_28°C/65%_2003	3.0	2	0	2003	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_2_3.0
401	SS_28°C/65%_2003	3.0	3	0	2003	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_3_3.0
402	SS_28°C/65%_2003	5.0	1	0	2003	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_1_5.0
403	SS_28°C/65%_2003	5.0	2	0	2003	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_2_5.0
404	SS_28°C/65%_2003	5.0	3	0	2003	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_3_5.0
405	SS_28°C/65%_2003	7.0	1	0	2003	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_1_7.0
406	SS_28°C/65%_2003	7.0	2	0	2003	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_2_7.0
407	SS_28°C/65%_2003	7.0	3	0	2003	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_3_7.0
408	SS_28°C/65%_2003	10.0	1	0	2003	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_1_10.0
409	SS_28°C/65%_2003	10.0	2	0	2003	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_2_10.0
410	SS_28°C/65%_2003	10.0	3	0	2003	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_3_10.0
411	SS_28°C/65%_2003	15.0	1	0	2003	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_1_15.0
412	SS_28°C/65%_2003	15.0	2	0	2003	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_2_15.0
413	SS_28°C/65%_2003	15.0	3	0	2003	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2003	SS_28°C/65%_2003_3_15.0
414	SS_28°C/65%_2022	0.0	1	26	2022	1000	-3.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_1_0.0
415	SS_28°C/65%_2022	0.0	2	29	2022	1000	-3.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_2_0.0
416	SS_28°C/65%_2022	0.0	3	61	2022	1000	-3.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_3_0.0
417	SS_28°C/65%_2022	1.0	1	9	2022	1000	-3.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_1_1.0
418	SS_28°C/65%_2022	1.0	2	16	2022	1000	-3.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_2_1.0
419	SS_28°C/65%_2022	1.0	3	7	2022	1000	-3.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_3_1.0
420	SS_28°C/65%_2022	3.0	1	10	2022	1000	-3.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_1_3.0
421	SS_28°C/65%_2022	3.0	2	4	2022	1000	-3.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_2_3.0
422	SS_28°C/65%_2022	3.0	3	11	2022	100	-2.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_3_3.0
423	SS_28°C/65%_2022	5.0	1	0	2022	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_1_5.0
424	SS_28°C/65%_2022	5.0	2	0	2022	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_2_5.0
425	SS_28°C/65%_2022	5.0	3	0	2022	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_3_5.0
426	SS_28°C/65%_2022	7.0	1	0	2022	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_1_7.0
427	SS_28°C/65%_2022	7.0	2	0	2022	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_2_7.0
428	SS_28°C/65%_2022	7.0	3	0	2022	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_3_7.0
429	SS_28°C/65%_2022	10.0	1	0	2022	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_1_10.0
430	SS_28°C/65%_2022	10.0	2	0	2022	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_2_10.0
431	SS_28°C/65%_2022	10.0	3	0	2022	1	0.0	stainless_steel	28.0	65.0	DMEM	surface		0.0	0.25	SS_28°C/65%_2022	SS_28°C/65%_2022_3_10.0
432	SS_4°C/40%_2022	0.0	1	18	2022	1000	-3.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_1_0.0
433	SS_4°C/40%_2022	0.0	2	17	2022	1000	-3.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_2_0.0
434	SS_4°C/40%_2022	0.0	3	21	2022	1000	-3.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_3_0.0
435	SS_4°C/40%_2022	1.0	1	24	2022	1000	-3.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_1_1.0
436	SS_4°C/40%_2022	1.0	2	22	2022	1000	-3.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_2_1.0
437	SS_4°C/40%_2022	1.0	3	21	2022	1000	-3.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_3_1.0
438	SS_4°C/40%_2022	3.0	1	24	2022	1000	-3.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_1_3.0
439	SS_4°C/40%_2022	3.0	2	19	2022	1000	-3.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_2_3.0
440	SS_4°C/40%_2022	3.0	3	20	2022	1000	-3.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_3_3.0
441	SS_4°C/40%_2022	5.0	1	16	2022	1000	-3.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_1_5.0
442	SS_4°C/40%_2022	5.0	2	18	2022	1000	-3.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_2_5.0
443	SS_4°C/40%_2022	5.0	3	27	2022	1000	-3.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_3_5.0
444	SS_4°C/40%_2022	7.0	1	17	2022	1000	-3.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_1_7.0
445	SS_4°C/40%_2022	7.0	2	5	2022	1000	-3.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_2_7.0
446	SS_4°C/40%_2022	7.0	3	12	2022	1000	-3.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_3_7.0
447	SS_4°C/40%_2022	10.0	1	12	2022	10	-1.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_1_10.0
448	SS_4°C/40%_2022	10.0	2	38	2022	100	-2.0	stainless_steel	4.0	40.0	DMEM	surface		0.0	0.25	SS_4°C/40%_2022	SS_4°C/40%_2022_2_10.0
